source_name,sentence,sentences_before,sentences_after,concept_name,quantifiers,id,bert_score,headings,categories,GENERIC SENTENCE
SimpleWikipedia,Wealthy people live a fantastic life in the city.,[],"['But, others are very poor.', 'The cost of living in Vietnam helps even the poorest people to survive.', 'Many temples, churches, charities, and government organizations help people that are even more misfortunate than the poor.']",wealthy people,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-10012-Ho-Chi-Minh-City--Poverty-0-0-f8fd52d416ad4fbbb52f866cebee7aaa-1560874905-7964532-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086091.931982,0.07454158365726471,"['Ho Chi Minh City', 'Poverty']",['Cities in Vietnam'],Wealthy people live a fantastic life in the city.
SimpleWikipedia,"Different denominations use different confessions, usually based on historical reasons.",[],[],different denomination,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100138-Reformed-churches--Form-of-doctrine-0-0-3812cc8e9d6ec0f9c07e375a5b67d338-1560874906-059977-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086091.940272,0.11875921487808228,"['Reformed churches', 'Form of doctrine']",['Christian denominations'],"Different denominations use different confessions, usually based on historical reasons."
SimpleWikipedia,"Visceral senses have to do with sensory information from within the body, such as stomach aches.",[],[],visceral sens,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100216-Somatosensory-system-0-0-a336cab14c3b2a66224b701193be5abe-1560874906-927705-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086091.963395,0.7294083833694458,['Somatosensory system'],[],"Visceral senses have to do with sensory information from within the body, such as stomach aches."
SimpleWikipedia,Many visitors go to Assisi on pilgrimage.,"['After St Francis, and St Clare died, churches were built in their honour.']","['Many people also go there to see the artworks.', 'Assisi is a World Heritage Site.']",visitor,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100329-Assisi-1-1-ad4927e50a0b321dbb7f40eda5e70789-1560874910-1238039-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.0296052,0.03167332336306572,['Assisi'],"['Towns in Italy', 'World Heritage Sites in Italy', 'Umbria']",Many visitors go to Assisi on pilgrimage.
SimpleWikipedia,Many people also go there to see the artworks.,"['After St Francis, and St Clare died, churches were built in their honour.', 'Many visitors go to Assisi on pilgrimage.']",['Assisi is a World Heritage Site.'],people,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100329-Assisi-1-2-590b2bb108b7c303402ce79e12bfe1f8-1560874910-133981-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.037955,0.03393778204917908,['Assisi'],"['Towns in Italy', 'World Heritage Sites in Italy', 'Umbria']",Many people also go there to see the artworks.
SimpleWikipedia,Naval clashes occur between North Korea and South Korea.,[],['6 South Korean sailors are killed and a North Korean vessel is sunk.'],naval clash,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-10036-June-29--Events-30-0-9df638b4b24b91c52df49e9596c2e08f-1560874911-48859-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.07467,0.06094823032617569,"['June 29', 'Events']",['Days'],Naval clashes occur between North Korea and South Korea.
SimpleWikipedia,"Human ears are good at hearing low pitches, but bad at hearing high pitches.",[],"['If you use the DCT to break a sound into tones, you do not need to be as careful when playing the higher tones because people cannot hear them as well.']",human ear,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100413-Discrete-cosine-transform--Sounds-1-0-f5e40fe4e8aa8aa528755a0fe3994236-1560874913-578748-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.082936,0.38598090410232544,"['Discrete cosine transform', 'Sounds']",['Technology'],"Human ears are good at hearing low pitches, but bad at hearing high pitches."
SimpleWikipedia,"Confederates break naval blockade of Vicksburg, Mississippi.",[],[],confederate,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-10045-July-15--Events-9-0-9cea396d2f29ef5cd6cc278a5b91e6bf-1560874914-238441-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.0975769,0.03321949020028114,"['July 15', 'Events']",['Days'],"Confederates break naval blockade of Vicksburg, Mississippi."
SimpleWikipedia,Fingerprints are used for the first time to prove identity.,[],"[""William Herschel, Indian Civil service, used Rajyadhar Konai's print on the back of an envelope.""]",fingerprint,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-10050-July-28--Events--Before-1900-9-0-b6fe32dad8d0d29d20adfc8272611796-1560874915-6069171-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.105623,0.36493176221847534,"['July 28', 'Events', 'Before 1900']",['Days'],Fingerprints are used for the first time to prove identity.
SimpleWikipedia,Some modern painters use tempera.,"['It was the main medium used for panel painting and illuminated manuscripts in the Byzantine world and the Middle Ages in Europe, until it was replaced by oil painting as the most popular medium for large paintings.', 'It is still used for Orthodox icons.']",[],modern painter,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100510-Tempera-1-2-fef239f0bb04032ab367659f98222361-1560874916-4335942-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.112789,0.3182540833950043,['Tempera'],"['Painting', 'Paints']",Some modern painters use tempera.
SimpleWikipedia,"Some artists like to mix some of the egg white as well, for a different effect.","['In earlier times, some of the paints were very poisonous and the artist had to be careful not to breathe in the powdered paint.', 'The paints are generally mixed with equal parts of egg yolk and water.', 'If there is too much egg, the paint is gooey.', 'If there is too much water, it is runny.', 'Neither of these things are good.']","['Sometimes some oil is added.', 'In ancient times other things were added which might include honey, milk and plant gums.']",artist,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100510-Tempera--Painting-with-tempera-1-7-b9d9c6ab79c35fd0c4402f620d639615-1560874916-7657962-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.121381,0.07614211738109589,"['Tempera', 'Painting with tempera']","['Painting', 'Paints']","Some artists like to mix some of the egg white as well, for a different effect."
SimpleWikipedia,Tempera paintings can last well for at least two thousand years.,"['When the painting is finished, it is not very brightly coloured, until it has been varnished.', 'This makes the colours bright and shiny.', 'The good thing about tempera painting is that the colours do not change over the years, whereas oil paintings change, get darker and go more yellow.']","['Because tempera paintings take a long time to do, many of them are small.', 'Sometimes artists painted large altarpieces in tempera.', ""One of the biggest tempera paintings is Duccio's picture of the Madonna and Child in the Uffizi Gallery."", 'It is about 15 feet high.', ""Another very famous large tempera painting is Botticelli's 'Birth of Venus' which is also in the Uffizi.""]",tempera painting,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100510-Tempera--Painting-with-tempera-3-3-173065d7f171dda51a24f666f278d3c0-1560874916-965536-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.129136,0.2638174295425415,"['Tempera', 'Painting with tempera']","['Painting', 'Paints']",Tempera paintings can last well for at least two thousand years.
SimpleWikipedia,Every decision making process produces a final choice.,[],['The output can be an action or an opinion.'],decision,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100513-Decision-making-0-0-a9ce5a40c4685ba9ae4b62f8048e0cdc-1560874917-1990058-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.136599,0.02834334410727024,['Decision-making'],"['Psychology', 'Politics']",Every decision making process produces a final choice.
SimpleWikipedia,Studio executive is an employee of a film studio.,[],[],studio executive,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100527-Executive-11-0-8b488cb3b4c05424ce030ca681ccdd0f-1560874917-824078-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.143882,0.5388007164001465,['Executive'],[],Studio executive is an employee of a film studio.
SimpleWikipedia,Scientific experts are preferred.,['The IPCC Panel is made of people from governments and other groups.'],"['Meetings of the IPCC and IPCC Working Groups are held by members of governments.', 'Non-Governmental and Intergovernmenta Organizations may be allowed to attend as observers.', 'Meetings of the IPCC Bureau, workshops, experts and lead authors are by invitation only.', 'February 19, 2006.', 'Retrieved December 20, 2006.']",scientific expert,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100534-Intergovernmental-Panel-on-Climate-Change--IPCC-structure-1-1-4e8c065e893b08d495584bc02e3f9587-1560874918-403391-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.150332,0.04266609996557236,"['Intergovernmental Panel on Climate Change', 'IPCC structure']","['1988 establishments', 'International environmental organizations', 'United Nations specialized agencies', 'Climate change']",Scientific experts are preferred.
SimpleWikipedia,Most people agree.,[],[],people,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100534-Intergovernmental-Panel-on-Climate-Change--Publications--Preparation-of-the-reports-13-0-de1baa1c98eb4936cde535ac4d19ebaf-1560874918-695467-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.16485,0.042855940759181976,"['Intergovernmental Panel on Climate Change', 'Publications', 'Preparation of the reports']","['1988 establishments', 'International environmental organizations', 'United Nations specialized agencies', 'Climate change']",Most people agree.
SimpleWikipedia,Oil paint takes a long time to dry.,[],"['Artists find this useful because they can keep working on the painting for a long time.', 'People say that Leonardo da Vinci worked on his painting of the Mona Lisa for four years, even though it is not a very large picture.']",oil paint,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100597-Oil-paint-1-0-c55071283d9f186acb92c310fbf93bfe-1560874925-2400472-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.22661,0.29587194323539734,['Oil paint'],"['Painting', 'Paints']",Oil paint takes a long time to dry.
SimpleWikipedia,Some artists like to paint on board rather than canvas.,"['Linen canvas is the traditional surface for an oil painting.', 'Cotton canvas can also be used, and is cheaper.', 'This is often made from boiled rabbit skins.']",[],artist,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100597-Oil-paint--Technical-information-2-3-473d241d2d283fd040e2bcb49eb5bb4c-1560874925-4884322-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.2421372,0.3242676258087158,"['Oil paint', 'Technical information']","['Painting', 'Paints']",Some artists like to paint on board rather than canvas.
SimpleWikipedia,"Oil paint can be almost as smooth as glass, or lumpy, bumpy or streaky.",[],[],oil paint,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100597-Oil-paint--Painting-an-oil-painting-4-0-085fb0cf883d05d104285154c987cd7f-1560874925-520305-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.250647,0.22399894893169403,"['Oil paint', 'Painting an oil painting']","['Painting', 'Paints']","Oil paint can be almost as smooth as glass, or lumpy, bumpy or streaky."
SimpleWikipedia,Palestinian terrorists blow up three hijacked airliners in Jordan.,[],"['Passengers are held at secret locations in the capital city, Amman.']",palestinian terrorist,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-10062-September-12--Events-33-0-3551ed8f3254a6dfa4081c394b1b4b32-1560874926-13125-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.2659142,0.05472525954246521,"['September 12', 'Events']",['Days'],Palestinian terrorists blow up three hijacked airliners in Jordan.
SimpleWikipedia,"Passengers are held at secret locations in the capital city, Amman.",['Palestinian terrorists blow up three hijacked airliners in Jordan.'],[],passenger,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-10062-September-12--Events-33-1-54304cb6b22606b9df7911a8bb2cabc3-1560874926-1397812-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.27432,0.02065725065767765,"['September 12', 'Events']",['Days'],"Passengers are held at secret locations in the capital city, Amman."
SimpleWikipedia,Japan defeats China in the Battle of Pyongyang.,[],[],Japan,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-10064-September-15--Events-16-0-fe9ff26f0f47839581e94364e61ff5f6-1560874927-424094-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.2891788,0.04675215482711792,"['September 15', 'Events']",['Days'],Japan defeats China in the Battle of Pyongyang.
SimpleWikipedia,Leaves are wavy at the edges.,[],[],leaf,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100646-Easter-eggplant-0-0-6c69bf2c9f729d2835a4587dd93985a3-1560874927-6237178-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.296787,0.08215169608592987,['Easter eggplant'],"['Vegetables', 'Fruits', 'Solanum']",Leaves are wavy at the edges.
SimpleWikipedia,Settlers make a land run for prime land in the Cherokee Strip in Oklahoma.,[],[],settler,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-10065-September-16--Events-10-0-d4dbb7ab698b31ca4d0fac6ed1142c9e-1560874927-722635-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.305283,0.023781051859259605,"['September 16', 'Events']",['Days'],Settlers make a land run for prime land in the Cherokee Strip in Oklahoma.
SimpleWikipedia,Allied troops parachute into the Netherlands.,[],[],allied troop,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-10066-September-17--Events-27-0-732a269dc5f4be9e2ac140437a8da2f1-1560874928-046957-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.320236,0.033292505890131,"['September 17', 'Events']",['Days'],Allied troops parachute into the Netherlands.
SimpleWikipedia,Players can also steal items from other characters.,"['You can now use two characters at a time.', 'One drives and the other one uses items.', 'You can not put an item at the back of the kart as a shield against shells, so you will have to quickly move away from them instead.', 'This is the first game where the characters lose their items when they get hit.']",[],player,[],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100684-Mario-Kart--Double-Dash----Gameplay-0-4-22dcefa13a40f29236deb0eacb8a8839-1560874928-6320949-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.3279822,0.025845589116215706,"['Mario Kart: Double Dash!!', 'Gameplay']","['2003 video games', 'Cooperative video games', 'Nintendo GameCube-only games', 'Mario Kart games', 'Nintendo Entertainment Analysis and Development games']",Players can also steal items from other characters.
SimpleWikipedia,"Many criminal operations take part in corruption, black marketeering, terrorism and abduction.","[""Crime in Russia' has many different types."", 'Organized crimes include drug trafficking, money laundering, human trafficking, extortion, murder for hire,  and fraud.']","['Other forms of crime done by criminal groups are arms trafficking, export of contraband oil and metals, and smuggling of radioactive materials.']",criminal operation,['number'],SimpleWikipedia--tmp-sw-rs1-with-bug-fixes-initialprocessing-inputs-articles-with-clean-sentences-jsonl-c27816b298e1e0b5326916ee4e2fd0f1603caa77-100715-Crime-in-Russia-0-2-f9c48128d096f34e3818630c45632932-1560874929-747104-/Users/chloea/Documents/aristo/commonsense/kbs/simplewikipedia/commonsense-filtered-good-rs1.jsonl-1f33b1e84018a2b1bfdf446f9a6491568b5585da-1561086092.34443,0.15340246260166168,['Crime in Russia'],['Russia'],"Many criminal operations take part in corruption, black marketeering, terrorism and abduction."
